sex,age,place_birth_canada,n,bornin_canada
Female,15,Born in Canada,2,Yes
Female,15,Born outside Canada,1,No
Female,15,Born in Canada,1,Yes
Female,15,Born outside Canada,2,No
Female,15,Born in Canada,8,Yes
Female,15,Born in Canada,10,Yes
Female,15,Born in Canada,1,Yes
Female,15,Born outside Canada,1,No
Female,15,Born in Canada,8,Yes
Female,15,Born in Canada,5,Yes
Female,15,Born outside Canada,1,No
Female,15,Born in Canada,1,Yes
Female,15,Born in Canada,11,Yes
Female,15,Born in Canada,1,Yes
Female,15,Born outside Canada,1,No
Female,16,Born in Canada,7,Yes
Female,16,Born outside Canada,1,No
Female,16,Born in Canada,2,Yes
Female,16,Born in Canada,5,Yes
Female,16,Born in Canada,10,Yes
Female,16,Born outside Canada,1,No
Female,16,Don't know,1,NA
Female,16,Born in Canada,6,Yes
Female,16,Born in Canada,5,Yes
Female,16,Born in Canada,5,Yes
Female,16,Born outside Canada,1,No
Female,16,Born in Canada,7,Yes
Female,16,Born outside Canada,2,No
Female,16,Born in Canada,12,Yes
Female,16,Born outside Canada,2,No
Female,16,Don't know,1,NA
Female,16,Born in Canada,8,Yes
Female,17,Born in Canada,6,Yes
Female,17,Born outside Canada,3,No
Female,17,Born in Canada,8,Yes
Female,17,Born outside Canada,1,No
Female,17,Born in Canada,4,Yes
Female,17,Born in Canada,11,Yes
Female,17,Born in Canada,6,Yes
Female,17,Born outside Canada,1,No
Female,17,Born in Canada,9,Yes
Female,17,Born in Canada,6,Yes
Female,17,Born outside Canada,3,No
Female,17,Born in Canada,3,Yes
Female,17,Born in Canada,11,Yes
Female,17,Born in Canada,5,Yes
Female,17,Born outside Canada,3,No
Female,18,Born in Canada,5,Yes
Female,18,Born outside Canada,2,No
Female,18,Born in Canada,3,Yes
Female,18,Born in Canada,3,Yes
Female,18,Born in Canada,8,Yes
Female,18,Born in Canada,3,Yes
Female,18,Born outside Canada,1,No
Female,18,Born in Canada,5,Yes
Female,18,Born in Canada,7,Yes
Female,18,Born outside Canada,3,No
Female,18,Born in Canada,2,Yes
Female,18,Born outside Canada,1,No
Female,18,Born in Canada,9,Yes
Female,18,Born outside Canada,3,No
Female,18,Born in Canada,3,Yes
Female,18,Born outside Canada,4,No
Female,19,Born in Canada,1,Yes
Female,19,Born in Canada,5,Yes
Female,19,Born outside Canada,2,No
Female,19,Born in Canada,5,Yes
Female,19,Born outside Canada,1,No
Female,19,Born in Canada,7,Yes
Female,19,Born outside Canada,2,No
Female,19,Born in Canada,5,Yes
Female,19,Born outside Canada,2,No
Female,19,Born in Canada,5,Yes
Female,19,Born in Canada,2,Yes
Female,19,Born in Canada,5,Yes
Female,19,Born outside Canada,2,No
Female,19,Born in Canada,10,Yes
Female,19,Born outside Canada,5,No
Female,19,Born in Canada,8,Yes
Female,19,Don't know,1,NA
Female,20,Born in Canada,2,Yes
Female,20,Born in Canada,6,Yes
Female,20,Born outside Canada,2,No
Female,20,Born in Canada,1,Yes
Female,20,Born outside Canada,1,No
Female,20,Born in Canada,6,Yes
Female,20,Born outside Canada,1,No
Female,20,Born in Canada,3,Yes
Female,20,Born in Canada,3,Yes
Female,20,Born outside Canada,1,No
Female,20,Born in Canada,7,Yes
Female,20,Born outside Canada,1,No
Female,20,Born in Canada,6,Yes
Female,20,Born in Canada,8,Yes
Female,20,Born outside Canada,3,No
Female,20,Born in Canada,5,Yes
Female,20,Born outside Canada,2,No
Female,21,Born in Canada,2,Yes
Female,21,Born outside Canada,1,No
Female,21,Born in Canada,7,Yes
Female,21,Born outside Canada,2,No
Female,21,Born in Canada,4,Yes
Female,21,Born outside Canada,1,No
Female,21,Born in Canada,12,Yes
Female,21,Born outside Canada,2,No
Female,21,Born in Canada,2,Yes
Female,21,Born in Canada,4,Yes
Female,21,Born outside Canada,3,No
Female,21,Born in Canada,3,Yes
Female,21,Born outside Canada,1,No
Female,21,Born in Canada,1,Yes
Female,21,Born outside Canada,1,No
Female,21,Born in Canada,6,Yes
Female,21,Born outside Canada,3,No
Female,21,Born in Canada,11,Yes
Female,21,Born outside Canada,1,No
Female,22,Born in Canada,6,Yes
Female,22,Born outside Canada,2,No
Female,22,Born in Canada,8,Yes
Female,22,Born outside Canada,2,No
Female,22,Born in Canada,4,Yes
Female,22,Born outside Canada,1,No
Female,22,Born in Canada,11,Yes
Female,22,Born outside Canada,6,No
Female,22,Born in Canada,10,Yes
Female,22,Born outside Canada,1,No
Female,22,Born in Canada,7,Yes
Female,22,Born outside Canada,2,No
Female,22,Born in Canada,1,Yes
Female,22,Born outside Canada,1,No
Female,22,Born in Canada,7,Yes
Female,22,Born outside Canada,1,No
Female,22,Born in Canada,11,Yes
Female,22,Born outside Canada,3,No
Female,22,Born in Canada,7,Yes
Female,22,Born outside Canada,5,No
Female,23,Born in Canada,5,Yes
Female,23,Born in Canada,5,Yes
Female,23,Born outside Canada,1,No
Female,23,Born in Canada,7,Yes
Female,23,Born outside Canada,2,No
Female,23,Born in Canada,10,Yes
Female,23,Born outside Canada,3,No
Female,23,Born in Canada,8,Yes
Female,23,Born outside Canada,2,No
Female,23,Born in Canada,4,Yes
Female,23,Born outside Canada,1,No
Female,23,Born in Canada,8,Yes
Female,23,Born outside Canada,2,No
Female,23,Born in Canada,7,Yes
Female,23,Born outside Canada,1,No
Female,23,Born in Canada,8,Yes
Female,23,Born outside Canada,6,No
Female,23,Born in Canada,7,Yes
Female,23,Born outside Canada,2,No
Female,24,Born in Canada,5,Yes
Female,24,Born in Canada,11,Yes
Female,24,Born outside Canada,1,No
Female,24,Born in Canada,5,Yes
Female,24,Born outside Canada,3,No
Female,24,Born in Canada,19,Yes
Female,24,Born outside Canada,4,No
Female,24,"NA",1,NA
Female,24,Born in Canada,2,Yes
Female,24,Born in Canada,9,Yes
Female,24,Born outside Canada,2,No
Female,24,Born in Canada,5,Yes
Female,24,"NA",1,NA
Female,24,Born in Canada,10,Yes
Female,24,Born outside Canada,2,No
Female,24,Born in Canada,15,Yes
Female,24,Born outside Canada,7,No
Female,24,Born in Canada,8,Yes
Female,24,Born outside Canada,1,No
Female,25,Born in Canada,9,Yes
Female,25,Born outside Canada,1,No
Female,25,Born in Canada,11,Yes
Female,25,Born outside Canada,1,No
Female,25,"NA",1,NA
Female,25,Born in Canada,4,Yes
Female,25,Born in Canada,9,Yes
Female,25,Born outside Canada,1,No
Female,25,Born in Canada,7,Yes
Female,25,Born outside Canada,2,No
Female,25,Born in Canada,8,Yes
Female,25,Born outside Canada,3,No
Female,25,Born in Canada,8,Yes
Female,25,Born outside Canada,1,No
Female,25,Born in Canada,8,Yes
Female,25,Born outside Canada,4,No
Female,25,Born in Canada,13,Yes
Female,25,Born outside Canada,4,No
Female,25,Born in Canada,10,Yes
Female,25,Born outside Canada,1,No
Female,26,Born in Canada,6,Yes
Female,26,Born outside Canada,1,No
Female,26,Born in Canada,7,Yes
Female,26,Born outside Canada,3,No
Female,26,Born in Canada,9,Yes
Female,26,Born outside Canada,1,No
Female,26,Born in Canada,18,Yes
Female,26,Born outside Canada,4,No
Female,26,Don't know,1,NA
Female,26,Born in Canada,8,Yes
Female,26,Born outside Canada,4,No
Female,26,Born in Canada,9,Yes
Female,26,Born outside Canada,1,No
Female,26,"NA",1,NA
Female,26,Born in Canada,6,Yes
Female,26,Born outside Canada,1,No
Female,26,Born in Canada,8,Yes
Female,26,Born outside Canada,2,No
Female,26,Born in Canada,17,Yes
Female,26,Born outside Canada,8,No
Female,26,Born in Canada,4,Yes
Female,26,Born outside Canada,2,No
Female,27,Born in Canada,8,Yes
Female,27,Born outside Canada,2,No
Female,27,"NA",1,NA
Female,27,Born in Canada,5,Yes
Female,27,Born outside Canada,5,No
Female,27,Born in Canada,9,Yes
Female,27,Born in Canada,23,Yes
Female,27,Born outside Canada,3,No
Female,27,Born in Canada,16,Yes
Female,27,Born outside Canada,3,No
Female,27,Born in Canada,13,Yes
Female,27,Born outside Canada,1,No
Female,27,Born in Canada,4,Yes
Female,27,Born in Canada,12,Yes
Female,27,Born outside Canada,1,No
Female,27,Born in Canada,18,Yes
Female,27,Born outside Canada,6,No
Female,27,Born in Canada,8,Yes
Female,27,Born outside Canada,4,No
Female,28,Born in Canada,8,Yes
Female,28,Born outside Canada,3,No
Female,28,Born in Canada,7,Yes
Female,28,Born outside Canada,5,No
Female,28,Born in Canada,6,Yes
Female,28,Born outside Canada,4,No
Female,28,Born in Canada,18,Yes
Female,28,Born outside Canada,4,No
Female,28,Born in Canada,3,Yes
Female,28,Born outside Canada,2,No
Female,28,Don't know,1,NA
Female,28,Born in Canada,6,Yes
Female,28,Born outside Canada,3,No
Female,28,Born in Canada,9,Yes
Female,28,Born outside Canada,2,No
Female,28,Born in Canada,4,Yes
Female,28,Born outside Canada,2,No
Female,28,Born in Canada,17,Yes
Female,28,Born outside Canada,8,No
Female,28,Born in Canada,9,Yes
Female,28,Born outside Canada,1,No
Female,29,Born in Canada,7,Yes
Female,29,Born in Canada,7,Yes
Female,29,Born outside Canada,1,No
Female,29,Born in Canada,10,Yes
Female,29,Born outside Canada,5,No
Female,29,Born in Canada,17,Yes
Female,29,Born outside Canada,5,No
Female,29,Born in Canada,15,Yes
Female,29,Born outside Canada,4,No
Female,29,Born in Canada,5,Yes
Female,29,Born outside Canada,2,No
Female,29,Born in Canada,8,Yes
Female,29,Born outside Canada,5,No
Female,29,Born in Canada,11,Yes
Female,29,Born in Canada,25,Yes
Female,29,Born outside Canada,7,No
Female,29,Born in Canada,14,Yes
Female,29,Born outside Canada,2,No
Female,29,"NA",1,NA
Female,30,Born in Canada,13,Yes
Female,30,Born outside Canada,5,No
Female,30,"NA",1,NA
Female,30,Born in Canada,9,Yes
Female,30,Born outside Canada,5,No
Female,30,Born in Canada,17,Yes
Female,30,Born outside Canada,6,No
Female,30,Born in Canada,14,Yes
Female,30,Born outside Canada,10,No
Female,30,Born in Canada,9,Yes
Female,30,Born outside Canada,1,No
Female,30,Born in Canada,10,Yes
Female,30,Born outside Canada,2,No
Female,30,Born in Canada,10,Yes
Female,30,Born outside Canada,3,No
Female,30,Born in Canada,16,Yes
Female,30,Born outside Canada,4,No
Female,30,"NA",1,NA
Female,30,Born in Canada,25,Yes
Female,30,Born outside Canada,6,No
Female,30,Born in Canada,9,Yes
Female,31,Born in Canada,18,Yes
Female,31,Born outside Canada,5,No
Female,31,Born in Canada,8,Yes
Female,31,Born outside Canada,1,No
Female,31,Born in Canada,11,Yes
Female,31,Born outside Canada,1,No
Female,31,Born in Canada,27,Yes
Female,31,Born outside Canada,4,No
Female,31,Born in Canada,9,Yes
Female,31,Born outside Canada,5,No
Female,31,Born in Canada,18,Yes
Female,31,Born outside Canada,2,No
Female,31,Born in Canada,7,Yes
Female,31,Born outside Canada,3,No
Female,31,Born in Canada,7,Yes
Female,31,Born outside Canada,5,No
Female,31,Born in Canada,23,Yes
Female,31,Born outside Canada,8,No
Female,31,Born in Canada,9,Yes
Female,31,Born outside Canada,2,No
Female,32,Born in Canada,11,Yes
Female,32,Born outside Canada,3,No
Female,32,Born in Canada,12,Yes
Female,32,Born outside Canada,2,No
Female,32,Born in Canada,10,Yes
Female,32,Born outside Canada,2,No
Female,32,Born in Canada,18,Yes
Female,32,Born outside Canada,6,No
Female,32,Don't know,1,NA
Female,32,Born in Canada,9,Yes
Female,32,Born outside Canada,2,No
Female,32,Born in Canada,13,Yes
Female,32,Born outside Canada,2,No
Female,32,Born in Canada,17,Yes
Female,32,Born outside Canada,3,No
Female,32,Born in Canada,11,Yes
Female,32,Born outside Canada,4,No
Female,32,Born in Canada,33,Yes
Female,32,Born outside Canada,3,No
Female,32,Born in Canada,19,Yes
Female,32,Born outside Canada,1,No
Female,33,Born in Canada,12,Yes
Female,33,Born outside Canada,5,No
Female,33,Born in Canada,10,Yes
Female,33,Born outside Canada,1,No
Female,33,Born in Canada,18,Yes
Female,33,Born outside Canada,4,No
Female,33,Born in Canada,22,Yes
Female,33,Born outside Canada,5,No
Female,33,Born in Canada,6,Yes
Female,33,Born outside Canada,2,No
Female,33,Born in Canada,15,Yes
Female,33,Born outside Canada,3,No
Female,33,Born in Canada,12,Yes
Female,33,"NA",1,NA
Female,33,Born in Canada,12,Yes
Female,33,Born outside Canada,2,No
Female,33,Born in Canada,10,Yes
Female,33,Born outside Canada,7,No
Female,33,"NA",2,NA
Female,33,Born in Canada,12,Yes
Female,33,Born outside Canada,2,No
Female,34,Born in Canada,6,Yes
Female,34,Born outside Canada,6,No
Female,34,Born in Canada,16,Yes
Female,34,Born outside Canada,2,No
Female,34,Born in Canada,11,Yes
Female,34,Born outside Canada,1,No
Female,34,Born in Canada,22,Yes
Female,34,Born outside Canada,4,No
Female,34,Born in Canada,10,Yes
Female,34,Born outside Canada,3,No
Female,34,Born in Canada,9,Yes
Female,34,Born outside Canada,2,No
Female,34,Born in Canada,4,Yes
Female,34,Born outside Canada,2,No
Female,34,Born in Canada,17,Yes
Female,34,Born outside Canada,4,No
Female,34,Born in Canada,21,Yes
Female,34,Born outside Canada,2,No
Female,34,Born in Canada,13,Yes
Female,34,Born outside Canada,3,No
Female,35,Born in Canada,17,Yes
Female,35,Born outside Canada,2,No
Female,35,Born in Canada,8,Yes
Female,35,Born outside Canada,2,No
Female,35,Born in Canada,13,Yes
Female,35,Born outside Canada,2,No
Female,35,Born in Canada,19,Yes
Female,35,Born outside Canada,6,No
Female,35,"NA",1,NA
Female,35,Born in Canada,9,Yes
Female,35,Born outside Canada,7,No
Female,35,Born in Canada,10,Yes
Female,35,Born outside Canada,6,No
Female,35,Don't know,1,NA
Female,35,Born in Canada,9,Yes
Female,35,Born outside Canada,6,No
Female,35,Born in Canada,8,Yes
Female,35,Born outside Canada,4,No
Female,35,Born in Canada,15,Yes
Female,35,Born outside Canada,3,No
Female,35,"NA",1,NA
Female,35,Born in Canada,15,Yes
Female,35,Born outside Canada,1,No
Female,36,Born in Canada,10,Yes
Female,36,Born outside Canada,5,No
Female,36,Born in Canada,11,Yes
Female,36,Born outside Canada,7,No
Female,36,Born in Canada,12,Yes
Female,36,Born outside Canada,1,No
Female,36,Born in Canada,20,Yes
Female,36,Born outside Canada,6,No
Female,36,"NA",1,NA
Female,36,Born in Canada,19,Yes
Female,36,Born outside Canada,1,No
Female,36,Don't know,1,NA
Female,36,Born in Canada,15,Yes
Female,36,Born outside Canada,3,No
Female,36,Born in Canada,8,Yes
Female,36,Born outside Canada,6,No
Female,36,Born in Canada,10,Yes
Female,36,Born outside Canada,2,No
Female,36,Born in Canada,22,Yes
Female,36,Born outside Canada,6,No
Female,36,Born in Canada,7,Yes
Female,36,Born outside Canada,1,No
Female,37,Born in Canada,17,Yes
Female,37,Born outside Canada,5,No
Female,37,Born in Canada,11,Yes
Female,37,Born outside Canada,2,No
Female,37,Born in Canada,11,Yes
Female,37,Born outside Canada,6,No
Female,37,Born in Canada,22,Yes
Female,37,Born outside Canada,6,No
Female,37,Born in Canada,10,Yes
Female,37,Born outside Canada,6,No
Female,37,Born in Canada,9,Yes
Female,37,Born outside Canada,4,No
Female,37,Born in Canada,15,Yes
Female,37,Born outside Canada,1,No
Female,37,"NA",1,NA
Female,37,Born in Canada,11,Yes
Female,37,Born outside Canada,5,No
Female,37,Born in Canada,27,Yes
Female,37,Born outside Canada,4,No
Female,37,"NA",1,NA
Female,37,Born in Canada,12,Yes
Female,37,Born outside Canada,2,No
Female,38,Born in Canada,9,Yes
Female,38,Born outside Canada,1,No
Female,38,Born in Canada,11,Yes
Female,38,Born outside Canada,9,No
Female,38,Born in Canada,10,Yes
Female,38,Born outside Canada,2,No
Female,38,Born in Canada,15,Yes
Female,38,Born outside Canada,10,No
Female,38,Born in Canada,14,Yes
Female,38,Born outside Canada,3,No
Female,38,Born in Canada,5,Yes
Female,38,Born outside Canada,3,No
Female,38,Born in Canada,16,Yes
Female,38,Born outside Canada,6,No
Female,38,Born in Canada,9,Yes
Female,38,Born outside Canada,6,No
Female,38,Born in Canada,24,Yes
Female,38,Born outside Canada,2,No
Female,38,Born in Canada,10,Yes
Female,38,Born outside Canada,4,No
Female,39,Born in Canada,8,Yes
Female,39,Born outside Canada,4,No
Female,39,Don't know,1,NA
Female,39,Born in Canada,14,Yes
Female,39,Born in Canada,12,Yes
Female,39,Born outside Canada,4,No
Female,39,Born in Canada,17,Yes
Female,39,Born outside Canada,12,No
Female,39,Born in Canada,15,Yes
Female,39,Born outside Canada,3,No
Female,39,Born in Canada,9,Yes
Female,39,Born outside Canada,2,No
Female,39,Born in Canada,12,Yes
Female,39,Born outside Canada,5,No
Female,39,Born in Canada,12,Yes
Female,39,Born outside Canada,2,No
Female,39,Born in Canada,16,Yes
Female,39,Born outside Canada,7,No
Female,39,Born in Canada,7,Yes
Female,39,Born outside Canada,2,No
Female,40,Born in Canada,12,Yes
Female,40,Born outside Canada,5,No
Female,40,Born in Canada,13,Yes
Female,40,Born outside Canada,7,No
Female,40,Born in Canada,10,Yes
Female,40,Born outside Canada,5,No
Female,40,Born in Canada,20,Yes
Female,40,Born outside Canada,7,No
Female,40,Born in Canada,10,Yes
Female,40,Born outside Canada,1,No
Female,40,Born in Canada,11,Yes
Female,40,Born outside Canada,2,No
Female,40,Don't know,1,NA
Female,40,Born in Canada,11,Yes
Female,40,Born outside Canada,4,No
Female,40,Born in Canada,9,Yes
Female,40,Born outside Canada,6,No
Female,40,Born in Canada,26,Yes
Female,40,Born outside Canada,6,No
Female,40,Born in Canada,9,Yes
Female,40,Born outside Canada,3,No
Female,41,Born in Canada,8,Yes
Female,41,Born outside Canada,3,No
Female,41,Born in Canada,13,Yes
Female,41,Born in Canada,12,Yes
Female,41,Born outside Canada,4,No
Female,41,Born in Canada,18,Yes
Female,41,Born outside Canada,5,No
Female,41,Born in Canada,11,Yes
Female,41,Born outside Canada,5,No
Female,41,Born in Canada,6,Yes
Female,41,Born outside Canada,7,No
Female,41,Born in Canada,8,Yes
Female,41,Born outside Canada,3,No
Female,41,Born in Canada,8,Yes
Female,41,Born outside Canada,4,No
Female,41,Don't know,2,NA
Female,41,Born in Canada,23,Yes
Female,41,Born outside Canada,7,No
Female,41,Don't know,1,NA
Female,41,Born in Canada,10,Yes
Female,41,Born outside Canada,4,No
Female,42,Born in Canada,10,Yes
Female,42,Born outside Canada,2,No
Female,42,Born in Canada,13,Yes
Female,42,Born outside Canada,2,No
Female,42,Born in Canada,14,Yes
Female,42,Born outside Canada,4,No
Female,42,Born in Canada,26,Yes
Female,42,Born outside Canada,4,No
Female,42,Born in Canada,8,Yes
Female,42,Born outside Canada,3,No
Female,42,Born in Canada,10,Yes
Female,42,Born outside Canada,6,No
Female,42,Don't know,1,NA
Female,42,"NA",1,NA
Female,42,Born in Canada,12,Yes
Female,42,Born outside Canada,4,No
Female,42,Born in Canada,15,Yes
Female,42,Born outside Canada,4,No
Female,42,Don't know,1,NA
Female,42,Born in Canada,11,Yes
Female,42,Born outside Canada,3,No
Female,42,Born in Canada,9,Yes
Female,42,Born outside Canada,2,No
Female,43,Born in Canada,13,Yes
Female,43,Born outside Canada,4,No
Female,43,Born in Canada,13,Yes
Female,43,Born outside Canada,4,No
Female,43,"NA",1,NA
Female,43,Born in Canada,7,Yes
Female,43,Born outside Canada,6,No
Female,43,Born in Canada,14,Yes
Female,43,Born outside Canada,8,No
Female,43,Born in Canada,11,Yes
Female,43,Born outside Canada,5,No
Female,43,Born in Canada,15,Yes
Female,43,Born outside Canada,6,No
Female,43,Born in Canada,15,Yes
Female,43,Born outside Canada,1,No
Female,43,Born in Canada,9,Yes
Female,43,Born outside Canada,2,No
Female,43,Born in Canada,21,Yes
Female,43,Born outside Canada,1,No
Female,43,Born in Canada,7,Yes
Female,43,Born outside Canada,5,No
Female,44,Born in Canada,5,Yes
Female,44,Born outside Canada,5,No
Female,44,Born in Canada,14,Yes
Female,44,Born outside Canada,6,No
Female,44,Born in Canada,9,Yes
Female,44,Born outside Canada,4,No
Female,44,Born in Canada,19,Yes
Female,44,Born outside Canada,7,No
Female,44,Born in Canada,9,Yes
Female,44,Born outside Canada,1,No
Female,44,Born in Canada,7,Yes
Female,44,Born outside Canada,4,No
Female,44,Born in Canada,12,Yes
Female,44,Born outside Canada,5,No
Female,44,Born in Canada,8,Yes
Female,44,Born outside Canada,3,No
Female,44,Don't know,1,NA
Female,44,"NA",1,NA
Female,44,Born in Canada,12,Yes
Female,44,Born outside Canada,12,No
Female,44,"NA",1,NA
Female,44,Born in Canada,12,Yes
Female,44,Born outside Canada,1,No
Female,45,Born in Canada,9,Yes
Female,45,Born outside Canada,6,No
Female,45,Born in Canada,14,Yes
Female,45,Born outside Canada,4,No
Female,45,Born in Canada,10,Yes
Female,45,Born outside Canada,1,No
Female,45,Born in Canada,19,Yes
Female,45,Born outside Canada,11,No
Female,45,Born in Canada,8,Yes
Female,45,Born outside Canada,1,No
Female,45,Born in Canada,13,Yes
Female,45,Born outside Canada,1,No
Female,45,Born in Canada,5,Yes
Female,45,Born outside Canada,2,No
Female,45,Born in Canada,7,Yes
Female,45,Born outside Canada,3,No
Female,45,Born in Canada,16,Yes
Female,45,Born outside Canada,8,No
Female,45,Born in Canada,13,Yes
Female,45,Born outside Canada,4,No
Female,46,Born in Canada,11,Yes
Female,46,Born outside Canada,3,No
Female,46,Born in Canada,11,Yes
Female,46,Born outside Canada,3,No
Female,46,Born in Canada,8,Yes
Female,46,Born outside Canada,4,No
Female,46,Born in Canada,15,Yes
Female,46,Born outside Canada,9,No
Female,46,Born in Canada,8,Yes
Female,46,Born outside Canada,4,No
Female,46,Born in Canada,10,Yes
Female,46,Born in Canada,9,Yes
Female,46,Born outside Canada,3,No
Female,46,Born in Canada,22,Yes
Female,46,Born outside Canada,4,No
Female,46,Born in Canada,17,Yes
Female,46,Born outside Canada,8,No
Female,46,Born in Canada,14,Yes
